subzone,planning_area,supply,n_centres,pct_full_avg,demand_2026,organic_2026,bto_2026,gap_2026,demand_2027,organic_2027,bto_2027,gap_2027,demand_2028,organic_2028,bto_2028,gap_2028,demand_2029,organic_2029,bto_2029,gap_2029,demand_2030,organic_2030,bto_2030,gap_2030,demand_2031,organic_2031,bto_2031,gap_2031,gap_trend,centres_needed_2031,category,bto_share_2031,first_deficit_year,supply_younger,supply_older,demand_younger_2026,demand_older_2026,gap_younger_2026,gap_older_2026,demand_younger_2027,demand_older_2027,gap_younger_2027,gap_older_2027,demand_younger_2028,demand_older_2028,gap_younger_2028,gap_older_2028,demand_younger_2029,demand_older_2029,gap_younger_2029,gap_older_2029,demand_younger_2030,demand_older_2030,gap_younger_2030,gap_older_2030,demand_younger_2031,demand_older_2031,gap_younger_2031,gap_older_2031
Sungei Road,Rochor,0.0,0.0,,49.89591983594732,49.89591983594732,0.0,49.89591983594732,49.3784882536297,49.3784882536297,0.0,49.3784882536297,183.27188130543863,48.871881305438635,134.4,183.27188130543863,317.1758838730282,48.375883873028194,268.8,317.1758838730282,316.69028512476905,47.89028512476902,268.8,316.69028512476905,316.21487843033844,47.41487843033844,268.8,316.21487843033844,266.3189585943911,4.0,Urgent: deficit today,0.8500548782976262,2026.0,0.0,0.0,27.200449412810595,22.695470423136722,27.200449412810595,22.695470423136722,26.658495360284448,22.71999289334525,26.658495360284448,22.71999289334525,111.65461217261296,71.61726913282568,111.65461217261296,71.61726913282568,196.6613119755479,120.5145718974803,196.6613119755479,120.5145718974803,196.15111118152674,120.53917394324228,196.15111118152674,120.53917394324228,195.65107585880813,120.56380257153032,195.65107585880813,120.56380257153032
One North,Queenstown,800.0,8.0,0.325,30.673427565601962,30.673427565601962,0.0,-769.326572434398,30.380087849059375,30.380087849059375,0.0,-769.6199121509406,30.092936161212396,30.092936161212396,0.0,-769.9070638387876,29.811849580018563,29.811849580018563,0.0,-770.1881504199814,29.53670763299065,29.53670763299065,0.0,-770.4632923670093,29.267392248391083,29.267392248391083,0.0,-770.732607751609,-1.4060353172109217,0.0,Comfortable,0.0,,450.0,300.0,15.543113950177482,15.130313615424482,-434.4568860498225,-284.8696863845755,15.233425920162542,15.146661928896833,-434.7665740798375,-284.85333807110317,14.929908254480123,15.163027906732273,-435.0700917455199,-284.8369720932677,14.6324380120014,15.179411568017164,-435.3675619879986,-284.82058843198286,14.340894701132171,15.195812931858478,-435.6591052988678,-284.8041870681415,14.055160231007243,15.212232017383842,-435.9448397689928,-284.7877679826162
Tanjong Rhu,Kallang,300.0,3.0,0.4666666666666666,292.96802159223546,292.96802159223546,0.0,-7.031978407764541,289.9381293869214,289.9381293869214,0.0,-10.06187061307861,286.97163945122304,286.97163945122304,0.0,-13.02836054877696,572.887291807166,284.06729180716593,288.82000000000005,272.887291807166,858.8638515846881,281.223851584688,577.6400000000001,558.8638515846881,856.0801085213816,278.4401085213815,577.6400000000001,556.0801085213816,563.1120869291461,6.0,Emerging: deficit by 2031,0.6747499378273113,2029.0,160.0,123.33333333333334,159.3169179893192,133.65110360291627,-0.6830820106808062,10.317770269582923,156.14261568166606,133.79551370525536,-3.857384318333942,10.462180371922017,153.03155960842128,133.94007984280174,-6.968440391578724,10.606746509468394,333.77703507755984,239.11025672960614,173.77703507755984,115.77692339627279,514.5832615956957,344.28058998899235,354.5832615956957,220.947256655659,511.65448327691513,344.4256252444664,351.65448327691513,221.09229191113306
Katong,Marine Parade,1400.0,14.0,0.42142857142857143,277.6313078094345,277.6313078094345,0.0,-1122.3686921905655,274.7480854623917,274.7480854623917,0.0,-1125.2519145376082,271.9251713706168,271.9251713706168,0.0,-1128.0748286293833,269.1613670171567,269.1613670171567,0.0,-1130.8386329828434,266.4554977681927,266.4554977681927,0.0,-1133.5445022318072,263.80641239718597,263.80641239718597,0.0,-1136.193587602814,-13.824895412248452,0.0,Comfortable,0.0,,760.0,606.6666666666666,151.54536101423045,126.08594679520401,-608.4546389857695,-480.58071987146263,148.52590272158477,126.22218274080693,-611.4740972784152,-480.4444839258597,145.5666054811812,126.35856588943562,-614.4333945188188,-480.308100777231,142.66627061701365,126.49509640014303,-617.3337293829863,-480.1715702665236,139.82372333603868,126.63177443215399,-620.1762766639613,-480.03489223451265,137.0378122523206,126.76860014486536,-622.9621877476794,-479.8980665218013
Boulevard,Orchard,300.0,3.0,0.7333333333333334,12.8149948468969,12.8149948468969,0.0,-287.1850051531031,12.665600269713549,12.665600269713549,0.0,-287.33439973028646,12.519296762817486,12.519296762817486,0.0,-287.4807032371825,12.376022862006423,12.376022862006423,0.0,-287.62397713799356,12.235718327852245,12.235718327852245,0.0,-287.7642816721478,12.098324121298237,12.098324121298237,0.0,-287.9016758787018,-0.7166707255987035,0.0,Comfortable,0.0,,160.0,106.66666666666667,7.771556975088741,5.043437871808161,-152.22844302491126,-101.6232287948585,7.616712960081271,5.048887309632278,-152.38328703991874,-101.6177793570344,7.464954127240062,5.054342635577425,-152.53504587275995,-101.61232403108924,7.3162190060007,5.059803856005721,-152.6837809939993,-101.60686281066096,7.170447350566086,5.0652709772861595,-152.8295526494339,-101.60139568938051,7.027580115503621,5.070744005794614,-152.9724198844964,-101.59592266087206
Istana Negara,Newton,100.0,1.0,0.2,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,-100.0,0.0,0.0,Comfortable,0.0,,60.0,40.0,0.0,0.0,-60.0,-40.0,0.0,0.0,-60.0,-40.0,0.0,0.0,-60.0,-40.0,0.0,0.0,-60.0,-40.0,0.0,0.0,-60.0,-40.0,0.0,0.0,-60.0,-40.0
Little India,Rochor,100.0,1.0,0.0,48.73826045168353,48.73826045168353,0.0,-51.26173954831647,48.13795742403805,48.13795742403805,0.0,-51.86204257596195,47.55001573348123,47.55001573348123,0.0,-52.44998426651877,46.97418952002282,46.97418952002282,0.0,-53.02581047997718,46.41023782276591,46.41023782276591,0.0,-53.58976217723409,45.85792448229563,45.85792448229563,0.0,-54.14207551770437,-2.8803359693879003,0.0,Comfortable,0.0,,60.0,40.0,31.086227900354963,17.652032551328563,-28.913772099645037,-22.347967448671437,30.466851840325084,17.671105583712972,-29.533148159674916,-22.328894416287028,29.859816508960247,17.690199224520985,-30.140183491039753,-22.309800775479015,29.2648760240028,17.709313496020023,-30.7351239759972,-22.290686503979977,28.681789402264343,17.728448420501557,-31.318210597735657,-22.271551579498443,28.110320462014485,17.74760402028115,-31.889679537985515,-22.25239597971885
Gul Basin,Pioneer,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Comfortable,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marina Centre,Downtown Core,400.0,4.0,0.0,0.0,0.0,0.0,-400.0,0.0,0.0,0.0,-400.0,0.0,0.0,0.0,-400.0,0.0,0.0,0.0,-400.0,0.0,0.0,0.0,-400.0,0.0,0.0,0.0,-400.0,0.0,0.0,Comfortable,0.0,,230.0,153.33333333333334,0.0,0.0,-230.0,-153.33333333333334,0.0,0.0,-230.0,-153.33333333333334,0.0,0.0,-230.0,-153.33333333333334,0.0,0.0,-230.0,-153.33333333333334,0.0,0.0,-230.0,-153.33333333333334,0.0,0.0,-230.0,-153.33333333333334
Bras Basah,Museum,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Comfortable,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Somerset,Orchard,0.0,0.0,,6.40749742344845,6.40749742344845,0.0,6.40749742344845,6.332800134856774,6.332800134856774,0.0,6.332800134856774,6.259648381408743,6.259648381408743,0.0,6.259648381408743,6.188011431003211,6.188011431003211,0.0,6.188011431003211,6.117859163926123,6.117859163926123,0.0,6.117859163926123,6.0491620606491185,6.0491620606491185,0.0,6.0491620606491185,-0.3583353627993313,1.0,Urgent: deficit today,0.0,2026.0,0.0,0.0,3.8857784875443704,2.5217189359040804,3.8857784875443704,2.5217189359040804,3.8083564800406355,2.524443654816139,3.8083564800406355,2.524443654816139,3.732477063620031,2.5271713177887123,3.732477063620031,2.5271713177887123,3.65810950300035,2.5299019280028605,3.65810950300035,2.5299019280028605,3.585223675283043,2.5326354886430797,3.585223675283043,2.5326354886430797,3.5137900577518106,2.535372002897307,3.5137900577518106,2.535372002897307
Bencoolen,Rochor,100.0,1.0,0.0,25.6299896937938,25.6299896937938,0.0,-74.3700103062062,25.331200539427098,25.331200539427098,0.0,-74.6687994605729,25.038593525634973,25.038593525634973,0.0,-74.96140647436502,24.752045724012845,24.752045724012845,0.0,-75.24795427598715,24.47143665570449,24.47143665570449,0.0,-75.5285633442955,24.196648242596474,24.196648242596474,0.0,-75.80335175740353,-1.433341451197336,0.0,Comfortable,0.0,,50.0,33.333333333333336,15.543113950177482,10.086875743616321,-34.456886049822515,-23.246457589717014,15.233425920162542,10.097774619264555,-34.766574079837454,-23.23555871406878,14.929908254480123,10.10868527115485,-35.070091745519875,-23.22464806217849,14.6324380120014,10.119607712011442,-35.3675619879986,-23.213725621321892,14.340894701132171,10.130541954572319,-35.65910529886783,-23.202791378761017,14.055160231007243,10.141488011589228,-35.94483976899276,-23.191845321744108
Chatsworth,Tanglin,300.0,3.0,0.3333333333333333,243.0721017562881,243.0721017562881,0.0,-56.927898243711894,240.55964113329168,240.55964113329168,0.0,-59.44035886670832,238.0997581457844,238.0997581457844,0.0,-61.90024185421561,235.69140793413774,235.69140793413774,0.0,-64.30859206586226,233.33356645991893,233.33356645991893,0.0,-66.66643354008107,231.02523009104306,231.02523009104306,0.0,-68.97476990895694,-12.04687166524505,0.0,Comfortable,0.0,,180.0,120.0,132.1164685765086,110.95563317977954,-47.883531423491405,-9.04436682022046,129.48412032138157,111.07552081191011,-50.51587967861843,-8.92447918808989,126.90422016308105,111.19553798270333,-53.09577983691895,-8.804462017296672,124.37572310201189,111.31568483212585,-55.62427689798811,-8.684315167874146,121.89760495962344,111.4359615002955,-58.102395040376564,-8.564038499704495,119.46886196356154,111.5563681274815,-60.53113803643846,-8.443631872518495
Kampong Glam,Rochor,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Comfortable,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Selegie,Rochor,0.0,0.0,,2.5217189359040804,2.5217189359040804,0.0,2.5217189359040804,2.524443654816139,2.524443654816139,0.0,2.524443654816139,2.5271713177887123,2.5271713177887123,0.0,2.5271713177887123,2.5299019280028605,2.5299019280028605,0.0,2.5299019280028605,2.5326354886430797,2.5326354886430797,0.0,2.5326354886430797,2.535372002897307,2.535372002897307,0.0,2.535372002897307,0.013653066993226659,1.0,Urgent: deficit today,0.0,2026.0,0.0,0.0,0.0,2.5217189359040804,0.0,2.5217189359040804,0.0,2.524443654816139,0.0,2.524443654816139,0.0,2.5271713177887123,0.0,2.5271713177887123,0.0,2.5299019280028605,0.0,2.5299019280028605,0.0,2.5326354886430797,0.0,2.5326354886430797,0.0,2.535372002897307,0.0,2.535372002897307
Mount Emily,Rochor,200.0,2.0,0.0,57.66747681103605,57.66747681103605,0.0,-142.33252318896393,56.99520121371096,56.99520121371096,0.0,-143.00479878628903,56.33683543267869,56.33683543267869,0.0,-143.6631645673213,55.69210287902889,55.69210287902889,0.0,-144.30789712097112,55.060732475335094,55.060732475335094,0.0,-144.9392675246649,54.44245854584206,54.44245854584206,0.0,-145.55754145415796,-3.2250182651940236,0.0,Comfortable,0.0,,120.0,80.0,34.97200638789933,22.695470423136722,-85.02799361210067,-57.304529576863274,34.275208320365714,22.71999289334525,-85.72479167963428,-57.28000710665475,33.59229357258028,22.744541860098412,-86.40770642741973,-57.25545813990159,32.92298552700315,22.76911735202574,-87.07701447299685,-57.230882647974255,32.26701307754738,22.79371939778772,-87.73298692245262,-57.20628060221228,31.62411051976629,22.81834802607576,-88.37588948023371,-57.18165197392424
Rochor Canal,Rochor,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Comfortable,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Margaret Drive,Queenstown,1200.0,12.0,0.4166666666666667,737.813462913459,737.813462913459,0.0,-462.18653708654097,729.4691643424878,729.4691643424878,0.0,-470.53083565751217,721.2979892600889,721.2979892600889,0.0,-478.7020107399111,713.2964956963824,713.2964956963824,0.0,-486.7035043036176,705.4613102688704,705.4613102688704,0.0,-494.5386897311296,697.7891268158796,697.7891268158796,0.0,-502.2108731841204,-40.02433609757941,0.0,Relocation candidate,0.0,,610.0,406.6666666666667,435.2071906049695,302.6062723084896,-174.79280939503047,-104.06039435817706,426.53592576455117,302.93323857793666,-183.46407423544883,-103.73342808873002,418.0374311254435,303.26055813464546,-191.9625688745565,-103.40610853202122,409.7082643360392,303.58823136034323,-200.29173566396082,-103.07843530632346,401.54505163170074,303.91625863716956,-208.45494836829926,-102.75040802949712,393.5444864682028,304.24464034767686,-216.45551353179718,-102.42202631898982
Oxley,River Valley,400.0,4.0,0.25,37.080924989050416,37.080924989050416,0.0,-362.9190750109496,36.71288798391615,36.71288798391615,0.0,-363.2871120160838,36.352584542621145,36.352584542621145,0.0,-363.6474154573789,35.99986101102177,35.99986101102177,0.0,-364.0001389889782,35.654566796916775,35.654566796916775,0.0,-364.34543320308325,35.31655430904021,35.31655430904021,0.0,-364.6834456909598,-1.7643706800101882,0.0,Comfortable,0.0,,230.0,153.33333333333334,19.428892437721853,17.652032551328563,-210.57110756227814,-135.68130078200477,19.041782400203175,17.671105583712972,-210.95821759979682,-135.66222774962037,18.662385318100156,17.690199224520985,-211.33761468189985,-135.64313410881235,18.290547515001748,17.709313496020023,-211.70945248499825,-135.6240198373133,17.926118376415214,17.728448420501557,-212.07388162358478,-135.60488491283178,17.568950288759055,17.74760402028115,-212.43104971124095,-135.58572931305218
City Hall,Downtown Core,100.0,1.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,-100.0,0.0,0.0,Comfortable,0.0,,60.0,40.0,0.0,0.0,-60.0,-40.0,0.0,0.0,-60.0,-40.0,0.0,0.0,-60.0,-40.0,0.0,0.0,-60.0,-40.0,0.0,0.0,-60.0,-40.0,0.0,0.0,-60.0,-40.0
Mei Chin,Queenstown,500.0,5.0,0.0,314.9186329658614,314.9186329658614,0.0,-185.08136703413862,311.50435544194073,311.50435544194073,0.0,-188.49564455805927,308.16119608711193,308.16119608711193,0.0,-191.83880391288807,304.88774125017056,304.88774125017056,0.0,-195.11225874982944,301.6826054497463,301.6826054497463,0.0,-198.3173945502537,298.5444308130379,298.5444308130379,0.0,-201.45556918696212,-16.3742021528235,0.0,Comfortable,0.0,,260.0,190.0,178.74581042704102,136.17282253882033,-81.25418957295898,-53.82717746117967,175.18439808186923,136.3199573600715,-84.81560191813077,-53.6800426399285,171.69394492652143,136.46725116059045,-88.30605507347857,-53.53274883940955,168.2730371380161,136.61470411215447,-91.7269628619839,-53.38529588784553,164.92028906301996,136.7623163867263,-95.07971093698004,-53.2376836132737,161.63434265658327,136.91008815645458,-98.36565734341673,-53.08991184354542
Leonie Hill,River Valley,300.0,3.0,0.5333333333333333,86.97684482499774,86.97684482499774,0.0,-213.02315517500227,86.09137623754584,86.09137623754584,0.0,-213.90862376245417,85.22446584805978,85.22446584805978,0.0,-214.77553415194024,84.37574488404996,84.37574488404996,0.0,-215.62425511595004,83.54485192168578,83.54485192168578,0.0,-216.4551480783142,82.73143273937863,82.73143273937863,0.0,-217.26856726062135,-4.24541208561908,0.0,Comfortable,0.0,,170.0,113.33333333333334,46.62934185053245,40.347502974465286,-123.37065814946754,-72.98583035886806,45.70027776048762,40.39109847705822,-124.29972223951238,-72.94223485627512,44.789724763440375,40.4347410846194,-125.21027523655962,-72.89859224871395,43.8973140360042,40.47843084804577,-126.10268596399581,-72.85490248528757,43.022684103396514,40.522167818289276,-126.97731589660349,-72.81116551504407,42.16548069302173,40.56595204635691,-127.83451930697828,-72.76738128697643
Port,Queenstown,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Comfortable,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dhoby Ghaut,Museum,100.0,1.0,0.4,8.92921635935253,8.92921635935253,0.0,-91.07078364064748,8.857243789672912,8.857243789672912,0.0,-91.1427562103271,8.786819699197455,8.786819699197455,0.0,-91.21318030080255,8.71791335900607,8.71791335900607,0.0,-91.28208664099392,8.650494652569202,8.650494652569202,0.0,-91.34950534743079,8.584534063546425,8.584534063546425,0.0,-91.41546593645357,-0.3446822958060949,0.0,Comfortable,0.0,,60.0,40.0,3.8857784875443704,5.043437871808161,-56.11422151245563,-34.95656212819184,3.8083564800406355,5.048887309632278,-56.191643519959364,-34.95111269036772,3.732477063620031,5.054342635577425,-56.26752293637997,-34.94565736442257,3.65810950300035,5.059803856005721,-56.34189049699965,-34.94019614399428,3.585223675283043,5.0652709772861595,-56.414776324716954,-34.93472902271384,3.5137900577518106,5.070744005794614,-56.48620994224819,-34.929255994205384
Macpherson,Geylang,900.0,9.0,0.2,1125.8310905832768,722.3510905832769,403.48,225.83109058327682,1310.2154995665308,713.2554995665307,596.96,410.21549956653075,1301.306856476895,704.346856476895,596.96,401.30685647689506,1292.5814426633285,695.6214426633285,596.96,392.5814426633285,1284.0356135735562,687.0756135735562,596.96,384.03561357355625,1275.6657972776998,678.7057972776998,596.96,375.66579727769977,149.83470669442295,4.0,Urgent: deficit today,0.46795955592281807,2026.0,490.0,326.6666666666667,726.9391969928688,398.891893590408,236.9391969928688,72.22522692374133,840.6947704485532,469.5207291179775,350.6947704485532,142.85406245131082,831.5133610616601,469.79349541523493,341.51336106166013,143.12682874856824,822.5148862266788,470.0665564366497,332.51488622667875,143.39988976998302,813.6957010728845,470.33991250067163,323.6957010728845,143.67324583400494,805.0522333516055,470.61356392609434,315.05223335160554,143.94689725942766
Kim Keat,Toa Payoh,500.0,5.0,0.27999999999999997,488.23682421258536,138.23682421258533,350.0,-11.763175787414639,486.75377731640003,136.75377731640003,350.0,-13.246222683599967,485.3016528993297,135.30165289932972,350.0,-14.698347100670276,483.8798363320757,133.87983633207566,350.0,-16.120163667924317,482.48772523309475,132.48772523309475,350.0,-17.51227476690525,481.1247292245716,131.12472922457158,350.0,-18.87527077542842,-7.11209498801378,0.0,Comfortable,0.727462087771075,,270.0,180.0,300.4428424781601,187.79398173442522,30.442842478160117,7.793981734425216,298.89440232808545,187.8593749883146,28.894402328085448,7.859374988314613,297.37681399967335,187.92483889965638,27.376813999673345,7.924838899656379,295.88946278727974,187.99037354479594,25.88946278727974,7.990373544795943,294.43174623293356,188.0559790001612,24.431746232933563,8.055979000161187,293.00307388230897,188.12165534226264,23.003073882308968,8.121655342262642
Bedok North,Bedok,2700.0,27.0,0.2641975308641975,2426.135402382981,1829.735402382981,596.4000000000001,-273.8645976170192,2466.6132517743827,1809.5932517743827,657.02,-233.38674822561734,2507.510050119952,1789.8700501199519,717.6400000000001,-192.4899498800478,2488.1974691379755,1770.5574691379757,717.6400000000001,-211.80253086202447,2469.2873465037733,1751.6473465037732,717.6400000000001,-230.71265349622672,2450.771682543111,1733.131682543111,717.6400000000001,-249.22831745688882,24.636280160130354,0.0,Comfortable,0.29282205482940826,,1425.0,1033.3333333333335,1432.573242851797,993.5621595311841,7.5732428517969765,-39.771173802149406,1450.1682424546484,1016.4450093197343,25.168242454648407,-16.88832401359923,1468.1812842410284,1039.3287658789236,43.18128424102838,5.99543254559012,1448.0276753130947,1040.169793824881,23.027675313094733,6.836460491547541,1428.2756160017045,1041.0117305020685,3.2756160017045204,7.678397168735046,1408.9171056507407,1041.8545768923705,-16.082894349259277,8.521243559036975
Toa Payoh Central,Toa Payoh,1300.0,13.0,0.6153846153846154,772.4983275139867,772.4983275139867,0.0,-527.5016724860133,764.6812295230153,764.6812295230153,0.0,-535.3187704769847,757.0280671875091,757.0280671875091,0.0,-542.9719328124909,749.5355830224461,749.5355830224461,0.0,-550.4644169775539,742.2005844559629,742.2005844559629,0.0,-557.7994155440371,735.0199425360069,735.0199425360069,0.0,-564.9800574639931,-37.478384977979886,0.0,Relocation candidate,0.0,,720.0,480.0,411.8925196797033,360.6058078342835,-308.1074803202967,-119.3941921657165,403.68578688430733,360.99544263870786,-316.31421311569267,-119.00455736129214,395.64256874372336,361.3854984437859,-324.35743125627664,-118.61450155621412,387.7596073180371,361.77597570440906,-332.2403926819629,-118.22402429559094,380.03370958000255,362.1668748759604,-339.96629041999745,-117.83312512403961,372.46174612169193,362.5581964143149,-347.53825387830807,-117.44180358568508
Jurong Gateway,Jurong East,600.0,6.0,0.16666666666666666,12.8149948468969,12.8149948468969,0.0,-587.1850051531031,12.665600269713549,12.665600269713549,0.0,-587.3343997302865,12.519296762817486,12.519296762817486,0.0,-587.4807032371825,12.376022862006423,12.376022862006423,0.0,-587.6239771379936,12.235718327852245,12.235718327852245,0.0,-587.7642816721477,12.098324121298237,12.098324121298237,0.0,-587.9016758787018,-0.7166707255986466,0.0,Comfortable,0.0,,330.0,220.0,7.771556975088741,5.043437871808161,-322.22844302491126,-214.95656212819185,7.616712960081271,5.048887309632278,-322.38328703991874,-214.95111269036772,7.464954127240062,5.054342635577425,-322.53504587275995,-214.94565736442257,7.3162190060007,5.059803856005721,-322.6837809939993,-214.94019614399429,7.170447350566086,5.0652709772861595,-322.82955264943394,-214.93472902271384,7.027580115503621,5.070744005794614,-322.9724198844964,-214.9292559942054
Holland Road,Bukit Timah,400.0,4.0,0.25,375.4398874275593,375.4398874275593,0.0,-24.560112572440687,372.091003157528,372.091003157528,0.0,-27.908996842471993,368.813307714041,368.813307714041,0.0,-31.186692285958998,365.60538752223925,365.60538752223925,0.0,-34.394612477760745,362.46585717718017,362.46585717718017,0.0,-37.53414282281983,359.39335888257324,359.39335888257324,0.0,-40.60664111742676,-16.046528544986074,0.0,Comfortable,0.0,,230.0,153.33333333333334,178.74581042704102,196.69407700051823,-51.25418957295898,43.36074366718489,175.18439808186923,196.90660507565883,-54.81560191813077,43.57327174232549,171.69394492652143,197.11936278751955,-58.306055073478575,43.786029454186206,168.2730371380161,197.33235038422313,-61.72696286198391,43.99901705088979,164.92028906301996,197.5455681141602,-65.07971093698004,44.21223478082686,161.63434265658327,197.75901622598994,-68.36565734341673,44.425682892656596
Kampong Ubi,Geylang,900.0,9.0,0.4444444444444444,605.4702105533624,271.4302105533625,334.04,-294.52978944663755,602.4986673231679,268.45866732316784,334.04,-297.50133267683213,599.5889631630821,265.548963163082,334.04,-300.4110368369179,596.7398688081456,262.6998688081456,334.04,-303.2601311918544,593.9501794889034,259.9101794889034,334.04,-306.04982051109664,591.2187144433485,257.17871444334855,334.04,-308.7812855566515,-14.251496110013932,0.0,Comfortable,0.5650024125412022,,470.0,313.33333333333337,368.00204859268393,237.46816196067863,-101.99795140731607,-75.86517137265474,364.90516829253454,237.59349903063332,-105.09483170746546,-75.73983430270005,361.86999163571033,237.71897152737168,-108.13000836428967,-75.61436180596169,358.8952892109231,237.8445795972225,-111.10471078907688,-75.48875373611088,355.9798561022308,237.9703233866726,-114.02014389776917,-75.36300994666078,353.1225114009816,238.09620304236705,-116.87748859901842,-75.23713029096632
Sennett,Toa Payoh,1200.0,12.0,0.27777777777777773,1403.108016041219,259.0280160412186,1144.0800000000002,203.1080160412189,1399.95983104472,255.87983104471994,1144.0800000000002,199.95983104471998,1396.8765467480125,252.7965467480124,1144.0800000000002,196.87654674801252,1393.8568723901235,249.7768723901234,1144.0800000000002,193.8568723901235,1390.899542930325,246.81954293032481,1144.0800000000002,190.89954293032497,1388.0033185356738,243.92331853567373,1144.0800000000002,188.00331853567377,-15.104697505545118,2.0,Urgent: deficit today,0.82426315897212,2026.0,650.0,433.33333333333337,891.2536055677728,511.854410473446,241.25360556777275,78.52107714011265,888.0018812526158,511.9579497921043,238.00188125261582,78.6246164587709,884.8149457629504,512.0616009850621,234.8149457629504,78.72826765172874,881.6915082169239,512.1653641731997,231.69150821692392,78.83203083986632,878.630303452797,512.269239477528,228.63030345279697,78.93590614419463,875.6300915164852,512.3732270191887,225.6300915164852,79.0398936858553
Potong Pasir,Toa Payoh,500.0,5.0,0.64,253.36537766728097,253.36537766728097,0.0,-246.63462233271903,250.7007977481891,250.7007977481891,0.0,-249.2992022518109,248.09188359081315,248.09188359081315,0.0,-251.90811640918685,245.5375288681413,245.5375288681413,0.0,-254.4624711318587,243.03664929912813,243.03664929912813,0.0,-256.96335070087184,240.588182209444,240.588182209444,0.0,-259.41181779055603,-12.777195457836996,0.0,Comfortable,0.0,,280.0,186.66666666666669,139.8880255515973,113.47735211568363,-140.1119744484027,-73.18931455098306,137.10083328146285,113.59996446672625,-142.89916671853715,-73.06670219994044,134.36917429032113,113.72270930049204,-145.63082570967887,-72.94395736617464,131.6919421080126,113.84558676012873,-148.3080578919874,-72.82107990653796,129.06805231018953,113.96859698893859,-150.93194768981047,-72.6980696777281,126.49644207906516,114.09174013037882,-153.50355792093484,-72.57492653628786
Tuas North,Tuas,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Comfortable,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
