subzone,planning_area,supply,n_centres,pct_full_avg,demand_2026,organic_2026,bto_2026,gap_2026,demand_2027,organic_2027,bto_2027,gap_2027,demand_2028,organic_2028,bto_2028,gap_2028,demand_2029,organic_2029,bto_2029,gap_2029,demand_2030,organic_2030,bto_2030,gap_2030,demand_2031,organic_2031,bto_2031,gap_2031,gap_trend,centres_needed_2031,category,bto_share_2031
Changi West,Changi,0.0,0.0,,79.4116880172855,79.4116880172855,0.0,79.4116880172855,78.51804527309743,78.51804527309743,0.0,78.51804527309743,77.64295189469364,77.64295189469364,0.0,77.64295189469364,76.78603910004138,76.78603910004138,0.0,76.78603910004138,75.94694545575655,75.94694545575655,0.0,75.94694545575655,75.12531673068672,75.12531673068672,0.0,75.12531673068672,-4.286371286598779,1.0,Urgent: deficit today,0.0
Bendemeer,Kallang,1800.0,18.0,0.26666666666666666,1808.2004453525487,1182.1204453525486,626.08,8.20044535254874,1925.8498144553612,1167.8898144553611,757.96,125.84981445536118,1911.9127940186193,1153.9527940186192,757.96,111.91279401861925,1898.26354489857,1140.30354489857,757.96,98.26354489856999,1884.8963443049602,1126.9363443049601,757.96,84.89634430496017,1871.80558348277,1113.84558348277,757.96,71.80558348277009,63.60513813022135,1.0,Urgent: deficit today,0.4049352169308651
Tiong Bahru Station,Bukit Merah,300.0,3.0,0.06666666666666667,391.60220187986636,391.60220187986636,0.0,91.60220187986636,387.45457506458916,387.45457506458916,0.0,87.45457506458916,383.39353649014294,383.39353649014294,0.0,83.39353649014294,379.417365200217,379.417365200217,0.0,79.41736520021698,375.52437453222285,375.52437453222285,0.0,75.52437453222285,371.7129114340156,371.7129114340156,0.0,71.71291143401561,-19.889290445850747,1.0,Urgent: deficit today,0.0
Ang Mo Kio Town Centre,Ang Mo Kio,300.0,3.0,0.0,126.57948874995223,126.57948874995223,0.0,-173.42051125004775,125.32870787627813,125.32870787627813,0.0,-174.67129212372186,249.54422170846965,124.10422170846962,125.44000000000001,-50.45577829153035,373.7855078230746,122.9055078230746,250.88000000000002,73.78550782307462,372.61205420724565,121.73205420724564,250.88000000000002,72.61205420724565,371.46335905131616,120.58335905131614,250.88000000000002,71.46335905131616,244.8838703013639,1.0,Emerging: deficit by 2031,0.6753828981698892
Flora Drive,Pasir Ris,300.0,3.0,0.0,379.9448664172332,379.9448664172332,0.0,79.94486641723319,376.0295056244673,376.0295056244673,0.0,76.02950562446728,372.19610529928275,372.19610529928275,0.0,72.19610529928275,368.4430366912159,368.4430366912159,0.0,68.44303669121592,364.7687035063738,364.7687035063738,0.0,64.76870350637381,361.1715412607602,361.1715412607602,0.0,61.17154126076019,-18.773325156472993,1.0,Urgent: deficit today,0.0
Alexandra North,Bukit Merah,300.0,3.0,0.39999999999999997,112.60683451879153,112.60683451879153,0.0,-187.39316548120848,111.42257677697295,111.42257677697295,0.0,-188.57742322302704,236.82305937369475,110.26305937369473,126.56000000000002,-63.17694062630525,362.2477906080628,109.12779060806281,253.12000000000003,62.247790608062814,361.1362885773903,108.01628857739028,253.12000000000003,61.1362885773903,360.04808098197515,106.92808098197511,253.12000000000003,60.04808098197515,247.44124646318363,1.0,Emerging: deficit by 2031,0.7030172173384582
Dover,Queenstown,200.0,2.0,0.4,272.1750696028733,272.1750696028733,0.0,72.1750696028733,269.6124341614937,269.6124341614937,0.0,69.6124341614937,267.1039483872915,267.1039483872915,0.0,67.1039483872915,264.6485367171667,264.6485367171667,0.0,64.64853671716668,262.2451450216328,262.2451450216328,0.0,62.24514502163282,259.89274017776796,259.89274017776796,0.0,59.89274017776796,-12.282329425105331,1.0,Urgent: deficit today,0.0
Everton Park,Bukit Merah,100.0,1.0,0.0,158.6169758671945,158.6169758671945,0.0,58.6169758671945,156.992708550562,156.992708550562,0.0,56.992708550562014,155.40246361551334,155.40246361551334,0.0,55.40246361551334,153.84556497809066,153.84556497809066,0.0,53.845564978090664,152.32135002687625,152.32135002687625,0.0,52.321350026876246,150.82916935456174,150.82916935456174,0.0,50.82916935456174,-7.787806512632756,1.0,Urgent: deficit today,0.0
Compassvale,Sengkang,1000.0,10.0,0.17,1110.3995726903565,1110.3995726903565,0.0,110.39957269035654,1097.9687209981396,1097.9687209981396,0.0,97.96872099813959,1085.7960207798797,1085.7960207798797,0.0,85.79602077987965,1073.876339825582,1073.876339825582,0.0,73.87633982558191,1062.2046481939517,1062.2046481939517,0.0,62.2046481939517,1050.7760161747594,1050.7760161747594,0.0,50.776016174759434,-59.6235565155971,1.0,Urgent: deficit today,0.0
Orange Grove,Newton,0.0,0.0,,49.89591983594732,49.89591983594732,0.0,49.89591983594732,49.3784882536297,49.3784882536297,0.0,49.3784882536297,48.871881305438635,48.871881305438635,0.0,48.871881305438635,48.375883873028194,48.375883873028194,0.0,48.375883873028194,47.89028512476902,47.89028512476902,0.0,47.89028512476902,47.41487843033844,47.41487843033844,0.0,47.41487843033844,-2.4810414056088774,1.0,Urgent: deficit today,0.0
Sembawang Straits,Sembawang,0.0,0.0,,48.53186028430703,48.53186028430703,0.0,48.53186028430703,48.0945754284052,48.0945754284052,0.0,48.0945754284052,47.66657555960731,47.66657555960731,0.0,47.66657555960731,47.247676298030704,47.247676298030704,0.0,47.247676298030704,46.83769693812906,46.83769693812906,0.0,46.83769693812906,46.43646037548394,46.43646037548394,0.0,46.43646037548394,-2.09539990882309,1.0,Urgent: deficit today,0.0
Bishan East,Bishan,1100.0,11.0,0.2545454545454545,965.4569681735213,623.0169681735213,342.44000000000005,-134.54303182647868,1169.309146757759,616.589146757759,552.72,69.30914675775898,1163.0158634450672,610.2958634450672,552.72,63.015863445067225,1156.8544446253536,604.1344446253537,552.72,56.85444462535361,1150.8222699662929,598.1022699662927,552.72,50.82226996629288,1144.9167713518032,592.1967713518032,552.72,44.91677135180316,179.45980317828185,1.0,Emerging: deficit by 2031,0.48275998206175597
Monk's Hill,Newton,0.0,0.0,,43.48842241249887,43.48842241249887,0.0,43.48842241249887,43.04568811877292,43.04568811877292,0.0,43.04568811877292,42.61223292402989,42.61223292402989,0.0,42.61223292402989,42.18787244202498,42.18787244202498,0.0,42.18787244202498,41.77242596084289,41.77242596084289,0.0,41.77242596084289,41.365716369689316,41.365716369689316,0.0,41.365716369689316,-2.122706042809554,1.0,Urgent: deficit today,0.0
Institution Hill,River Valley,100.0,1.0,1.0,145.80198102029757,145.80198102029757,0.0,45.801981020297575,144.32710828084845,144.32710828084845,0.0,44.32710828084845,142.88316685269587,142.88316685269587,0.0,42.883166852695865,141.46954211608423,141.46954211608423,0.0,41.46954211608423,140.08563169902402,140.08563169902402,0.0,40.08563169902402,138.7308452332635,138.7308452332635,0.0,38.730845233263494,-7.0711357870340805,1.0,Urgent: deficit today,0.0
Loyang East,Pasir Ris,0.0,0.0,,38.444984540690704,38.444984540690704,0.0,38.444984540690704,37.99680080914064,37.99680080914064,0.0,37.99680080914064,37.55789028845246,37.55789028845246,0.0,37.55789028845246,37.12806858601926,37.12806858601926,0.0,37.12806858601926,36.707154983556734,36.707154983556734,0.0,36.707154983556734,36.29497236389471,36.29497236389471,0.0,36.29497236389471,-2.1500121767959968,1.0,Urgent: deficit today,0.0
Lavender,Kallang,300.0,3.0,0.0,236.87100450021617,236.87100450021617,0.0,-63.12899549978383,289.99022299406784,234.2702229940678,55.720000000000006,-10.009777005932165,343.16354993824956,231.72354993824953,111.44000000000001,43.16354993824956,340.6699097251267,229.22990972512665,111.44000000000001,40.66990972512667,338.2282481806297,226.7882481806297,111.44000000000001,38.22824818062969,335.83753213720564,224.39753213720564,111.44000000000001,35.83753213720564,98.96652763698947,1.0,Emerging: deficit by 2031,0.331827116793103
Cairnhill,Newton,100.0,1.0,1.0,135.50870510930474,135.50870510930474,0.0,35.50870510930474,134.18595166595105,134.18595166595105,0.0,34.18595166595105,132.89104140766707,132.89104140766707,0.0,32.891041407667075,131.62342118208068,131.62342118208068,0.0,31.623421182080676,130.38254885981485,130.38254885981485,0.0,30.382548859814847,129.16789311486255,129.16789311486255,0.0,29.16789311486255,-6.340811994442191,1.0,Urgent: deficit today,0.0
Woodgrove,Woodlands,1400.0,14.0,0.31428571428571433,1147.3949102545912,716.194910254591,431.20000000000005,-252.6050897454088,1297.9499411345287,708.9699411345287,588.98,-102.05005886547133,1448.656537500662,701.8965375006619,746.76,48.6565375006619,1441.7316877184148,694.9716877184147,746.76,41.73168771841483,1434.9524401672677,688.1924401672677,746.76,34.952440167267696,1428.3159020450194,681.5559020450193,746.76,28.315902045019357,280.92099179042816,1.0,Emerging: deficit by 2031,0.5228255170518032
Clementi North,Clementi,1100.0,11.0,0.2727272727272727,1177.8929199489653,847.7729199489652,330.12,77.8929199489653,1167.463676613217,837.3436766132172,330.12,67.4636766132171,1157.249212613407,827.1292126134072,330.12,57.24921261340705,1147.2452561333976,817.1252561333976,330.12,47.24525613339756,1137.4476204787986,807.3276204787986,330.12,37.447620478798626,1127.8522023809733,797.7322023809731,330.12,27.852202380973267,-50.04071756799203,1.0,Urgent: deficit today,0.2926979255819992
Balestier,Novena,1300.0,13.0,0.2,873.5285681901404,873.5285681901404,0.0,-426.4714318098596,1009.2984980040716,863.6984980040716,145.60000000000002,-290.7015019959284,1248.73247084163,854.07247084163,394.6600000000001,-51.26752915837005,1342.7664301004552,844.6464301004552,498.12000000000006,42.76643010045518,1333.536400013322,835.4164000133219,498.12000000000006,33.53640001332201,1324.498484037554,826.3784840375539,498.12000000000006,24.498484037553908,450.9699158474135,1.0,Emerging: deficit by 2031,0.3760819706501655
Nee Soon,Yishun,0.0,0.0,,24.265930142153515,24.265930142153515,0.0,24.265930142153515,24.0472877142026,24.0472877142026,0.0,24.0472877142026,23.833287779803655,23.833287779803655,0.0,23.833287779803655,23.623838149015352,23.623838149015352,0.0,23.623838149015352,23.41884846906453,23.41884846906453,0.0,23.41884846906453,23.21823018774197,23.21823018774197,0.0,23.21823018774197,-1.047699954411545,1.0,Urgent: deficit today,0.0
Telok Blangah Rise,Bukit Merah,200.0,2.0,0.3,234.34928556431208,234.34928556431208,0.0,34.34928556431208,231.74577933925164,231.74577933925164,0.0,31.74577933925164,229.19637862046085,229.19637862046085,0.0,29.196378620460848,226.70000779712382,226.70000779712382,0.0,26.700007797123817,224.25561269198658,224.25561269198658,0.0,24.255612691986585,221.86216013430834,221.86216013430834,0.0,21.86216013430834,-12.487125430003744,1.0,Urgent: deficit today,0.0
China Square,Outram,0.0,0.0,,19.222492270345352,19.222492270345352,0.0,19.222492270345352,18.99840040457032,18.99840040457032,0.0,18.99840040457032,18.77894514422623,18.77894514422623,0.0,18.77894514422623,18.56403429300963,18.56403429300963,0.0,18.56403429300963,18.353577491778367,18.353577491778367,0.0,18.353577491778367,18.147486181947354,18.147486181947354,0.0,18.147486181947354,-1.0750060883979984,1.0,Urgent: deficit today,0.0
Mount Pleasant,Novena,0.0,0.0,,19.222492270345352,19.222492270345352,0.0,19.222492270345352,18.99840040457032,18.99840040457032,0.0,18.99840040457032,18.77894514422623,18.77894514422623,0.0,18.77894514422623,18.56403429300963,18.56403429300963,0.0,18.56403429300963,18.353577491778367,18.353577491778367,0.0,18.353577491778367,18.147486181947354,18.147486181947354,0.0,18.147486181947354,-1.0750060883979984,1.0,Urgent: deficit today,0.0
Turf Club,Sungei Kadut,0.0,0.0,,15.336713782800981,15.336713782800981,0.0,15.336713782800981,15.190043924529688,15.190043924529688,0.0,15.190043924529688,15.046468080606198,15.046468080606198,0.0,15.046468080606198,14.905924790009282,14.905924790009282,0.0,14.905924790009282,14.768353816495326,14.768353816495326,0.0,14.768353816495326,14.633696124195541,14.633696124195541,0.0,14.633696124195541,-0.7030176586054395,1.0,Urgent: deficit today,0.0
Bugis,Downtown Core,0.0,0.0,,15.336713782800981,15.336713782800981,0.0,15.336713782800981,15.190043924529688,15.190043924529688,0.0,15.190043924529688,15.046468080606198,15.046468080606198,0.0,15.046468080606198,14.905924790009282,14.905924790009282,0.0,14.905924790009282,14.768353816495326,14.768353816495326,0.0,14.768353816495326,14.633696124195541,14.633696124195541,0.0,14.633696124195541,-0.7030176586054395,1.0,Urgent: deficit today,0.0
Lakeside (Leisure),Jurong East,0.0,0.0,,12.8149948468969,12.8149948468969,0.0,12.8149948468969,12.665600269713549,12.665600269713549,0.0,12.665600269713549,12.519296762817486,12.519296762817486,0.0,12.519296762817486,12.376022862006423,12.376022862006423,0.0,12.376022862006423,12.235718327852245,12.235718327852245,0.0,12.235718327852245,12.098324121298237,12.098324121298237,0.0,12.098324121298237,-0.7166707255986626,1.0,Urgent: deficit today,0.0
Tanglin,Orchard,0.0,0.0,,12.8149948468969,12.8149948468969,0.0,12.8149948468969,12.665600269713549,12.665600269713549,0.0,12.665600269713549,12.519296762817486,12.519296762817486,0.0,12.519296762817486,12.376022862006423,12.376022862006423,0.0,12.376022862006423,12.235718327852245,12.235718327852245,0.0,12.235718327852245,12.098324121298237,12.098324121298237,0.0,12.098324121298237,-0.7166707255986626,1.0,Urgent: deficit today,0.0
Tanjong Pagar,Downtown Core,0.0,0.0,,12.8149948468969,12.8149948468969,0.0,12.8149948468969,12.665600269713549,12.665600269713549,0.0,12.665600269713549,12.519296762817486,12.519296762817486,0.0,12.519296762817486,12.376022862006423,12.376022862006423,0.0,12.376022862006423,12.235718327852245,12.235718327852245,0.0,12.235718327852245,12.098324121298237,12.098324121298237,0.0,12.098324121298237,-0.7166707255986626,1.0,Urgent: deficit today,0.0
Paterson,River Valley,0.0,0.0,,8.92921635935253,8.92921635935253,0.0,8.92921635935253,8.857243789672912,8.857243789672912,0.0,8.857243789672912,8.786819699197455,8.786819699197455,0.0,8.786819699197455,8.71791335900607,8.71791335900607,0.0,8.71791335900607,8.650494652569202,8.650494652569202,0.0,8.650494652569202,8.584534063546425,8.584534063546425,0.0,8.584534063546425,-0.34468229580610554,1.0,Urgent: deficit today,0.0
Nicoll,Downtown Core,0.0,0.0,,6.40749742344845,6.40749742344845,0.0,6.40749742344845,6.332800134856774,6.332800134856774,0.0,6.332800134856774,6.259648381408743,6.259648381408743,0.0,6.259648381408743,6.188011431003211,6.188011431003211,0.0,6.188011431003211,6.117859163926123,6.117859163926123,0.0,6.117859163926123,6.0491620606491185,6.0491620606491185,0.0,6.0491620606491185,-0.3583353627993313,1.0,Urgent: deficit today,0.0
Fort Canning,Museum,0.0,0.0,,6.40749742344845,6.40749742344845,0.0,6.40749742344845,6.332800134856774,6.332800134856774,0.0,6.332800134856774,6.259648381408743,6.259648381408743,0.0,6.259648381408743,6.188011431003211,6.188011431003211,0.0,6.188011431003211,6.117859163926123,6.117859163926123,0.0,6.117859163926123,6.0491620606491185,6.0491620606491185,0.0,6.0491620606491185,-0.3583353627993313,1.0,Urgent: deficit today,0.0
Somerset,Orchard,0.0,0.0,,6.40749742344845,6.40749742344845,0.0,6.40749742344845,6.332800134856774,6.332800134856774,0.0,6.332800134856774,6.259648381408743,6.259648381408743,0.0,6.259648381408743,6.188011431003211,6.188011431003211,0.0,6.188011431003211,6.117859163926123,6.117859163926123,0.0,6.117859163926123,6.0491620606491185,6.0491620606491185,0.0,6.0491620606491185,-0.3583353627993313,1.0,Urgent: deficit today,0.0
Changi Point,Changi,0.0,0.0,,6.40749742344845,6.40749742344845,0.0,6.40749742344845,6.332800134856774,6.332800134856774,0.0,6.332800134856774,6.259648381408743,6.259648381408743,0.0,6.259648381408743,6.188011431003211,6.188011431003211,0.0,6.188011431003211,6.117859163926123,6.117859163926123,0.0,6.117859163926123,6.0491620606491185,6.0491620606491185,0.0,6.0491620606491185,-0.3583353627993313,1.0,Urgent: deficit today,0.0
Lim Chu Kang,Lim Chu Kang,0.0,0.0,,3.8857784875443704,3.8857784875443704,0.0,3.8857784875443704,3.8083564800406355,3.8083564800406355,0.0,3.8083564800406355,3.732477063620031,3.732477063620031,0.0,3.732477063620031,3.65810950300035,3.65810950300035,0.0,3.65810950300035,3.585223675283043,3.585223675283043,0.0,3.585223675283043,3.5137900577518106,3.5137900577518106,0.0,3.5137900577518106,-0.37198842979255975,1.0,Urgent: deficit today,0.0
Selegie,Rochor,0.0,0.0,,2.5217189359040804,2.5217189359040804,0.0,2.5217189359040804,2.524443654816139,2.524443654816139,0.0,2.524443654816139,2.5271713177887123,2.5271713177887123,0.0,2.5271713177887123,2.5299019280028605,2.5299019280028605,0.0,2.5299019280028605,2.5326354886430797,2.5326354886430797,0.0,2.5326354886430797,2.535372002897307,2.535372002897307,0.0,2.535372002897307,0.013653066993226659,1.0,Urgent: deficit today,0.0
Commonwealth,Queenstown,100.0,1.0,0.0,104.83527754370279,104.83527754370279,0.0,4.835277543702787,103.80586381689169,103.80586381689169,0.0,3.805863816891687,102.7981052464547,102.7981052464547,0.0,2.7981052464546963,101.8115716020621,101.8115716020621,0.0,1.8115716020621022,100.84584122682419,100.84584122682419,0.0,0.8458412268241915,99.90050086647149,99.90050086647149,0.0,-0.0994991335285107,-4.934776677231298,0.0,Urgent: deficit today,0.0
Hougang East,Hougang,800.0,8.0,0.575,838.6373034222363,838.6373034222363,0.0,38.6373034222363,828.4430508279114,828.4430508279114,0.0,28.443050827911406,818.4589527403359,818.4589527403359,0.0,18.458952740335917,808.6808295523994,808.6808295523994,0.0,8.68082955239936,799.1045849415926,799.1045849415926,0.0,-0.8954150584073659,789.7262042106148,789.7262042106148,0.0,-10.27379578938519,-48.91109921162149,0.0,Urgent: deficit today,0.0
Yew Tee,Choa Chu Kang,1000.0,10.0,0.52,1014.5907531919054,1005.0707531919054,9.520000000000001,14.590753191905378,1014.0963320457765,995.0563320457766,19.040000000000003,14.096332045776535,1004.2922597143908,985.2522597143908,19.040000000000003,4.292259714390752,994.6943568005881,975.6543568005882,19.040000000000003,-5.305643199411861,985.2985271920359,966.2585271920359,19.040000000000003,-14.701472807964137,976.1007564018372,957.0607564018372,19.040000000000003,-23.899243598162798,-38.489996790068176,0.0,Urgent: deficit today,0.019506183019657137
Saujana,Bukit Panjang,1000.0,10.0,0.37,1009.2436734668216,1009.2436734668216,0.0,9.243673466821633,997.9278316656556,997.9278316656556,0.0,-2.072168334344383,986.846952423171,986.846952423171,0.0,-13.153047576828953,975.9963645045281,975.9963645045281,0.0,-24.00363549547194,965.3714897577737,965.3714897577737,0.0,-34.6285102422263,954.9678412592282,954.9678412592282,0.0,-45.03215874077182,-54.27583220759345,0.0,Urgent: deficit today,0.0
